Sample,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC_1,QC_2,QC_3,QC_11,QC_18,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
Lable,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC,QC,QC,QC,QC,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
neg-M202T515,160128815.8,45831236.95,61781853.47,23446885.64,60934512.14,64018623.25,57420602.43,83821012.55,65594592.99,109267746.6,102129381.3,74768291.92,95216762.34,53747895.19,48460657.45,41158377.74,53084272.61
neg-M202T541,174605870.2,273227943,242483994.9,218957092.9,49775840.51,12108111.45,194896460.4,114023649.5,201228547,59764513.14,102016586.3,274209213.6,223683218.4,71254043.63,52879985,29875397.43,39600309.29
neg-M202T557,415336.2959,382525.0148,365157.793,472647.0131,452099.6,556579.9867,388743.1747,344700.0474,309742.9843,456554.0007,562049.2691,381077.3383,318909.1046,395013.9592,466845.5595,609535.3235,553115.5921
neg-M202T57,38625910.82,40539058.95,58925523.55,26508988.62,36246150.4,57451668.22,25212168.01,22471876.86,30091144.88,23308750.89,29588132.61,17127150.27,22953802.85,12782427.51,35049117.85,29184042.65,64689682.85
neg-M202T584,3778979.194,3651538.153,3549369.507,3986109.738,1889184.4,4037672.366,1361943.895,2291777.925,4357456.611,3642815.869,3824632.062,3745489.142,1506943.404,3735518.999,4080474.104,4170507.16,3844548.15
neg-M202T599_1,255743.5446,195572.5515,163409.177,142355.4001,135236.3446,115863.5546,376567.1466,236194.1113,260175.4064,171583.1286,98628.71167,264616.5554,180417.9458,143182.4998,126988.809,142104.8516,107889.3569
neg-M202T599_3,156234.944,124362.9283,155303.7375,168393.789,184884.619,152383.7712,225083.0334,138017.3284,137985.5553,195987.6157,140187.1054,165500.0098,145935.5246,163467.3368,169546.9411,187234.3358,150128.0185
neg-M202T66,2938267.641,7551684.576,7946523.922,13454725.03,11138315.77,7798632.334,7944051.387,7181744.317,6803771.076,10135216.26,7277510.112,12129161.57,7868149.353,2630381.612,12691933.86,5417365,11090728.39
neg-M202T89,548163.0891,374819.798,445277.7825,329123.9156,390219.4535,438762.6108,379070.9293,337264.2657,366011.8069,741595.7858,369321.9627,267918.8418,389657.4104,356572.9975,542728.2895,383150.8715,355248.2405
neg-M203T202_1,273902140.8,364045077.8,307240747,238217312.9,349686986.7,408162791.6,236980239.5,218959373.3,228183042.3,233642942.3,246556955.8,89811321.58,146364791.7,169452671.1,161826710.3,150961433.8,169848526.8
neg-M203T202_2,156822.6915,153794.3028,148101.9301,134043.7107,183449.0118,220090.7197,111159.7907,104336.6953,107828.2191,116415.2693,119218.0767,58146.96144,36807.79824,46632.91821,61540.98415,45818.32472,70735.34056
neg-M203T213,533067.7794,574311.0993,556993.1877,385570.4379,731172.8911,740610.8273,378078.5563,387564.9797,402364.5687,438883.8211,434104.1378,201517.522,472539.394,453729.1659,224222.9755,315264.282,245286.7235
neg-M203T217,1801743.273,2537742.412,250459.2067,159495.9927,343280.3449,231158.7723,331277.1396,307529.1077,341734.0934,371244.9859,186097.8317,147357.3436,464518.6919,1322728.06,1105574.256,1133558.817,211489.0619
neg-M203T221,998029.8028,874177.9057,1159675.406,1260182.008,1647110.244,967344.1732,559462.2178,539571.6495,681635.48,927844.9193,883800.1011,225869.9927,1723459.808,1064017.247,300206.5684,570160.8312,284263.7115
neg-M203T226,154059.3661,98789.76092,57210.77236,32502.90605,21066.32796,31585.06095,2344846.277,2194000.863,2309725.07,1984493.785,2077396.104,1977057.881,3810646.4,3808376.164,3824453.394,3840717.787,3396070.324
neg-M203T232,2591263.268,4637226.962,2803522.146,3081165.664,3220057.111,1802136.595,1361861.513,1379181.999,1451759.615,1725169.712,1577848.212,69007.70087,66037.82145,64925.90631,62370.07323,60722.66171,56576.27919
neg-M203T233,947245.1475,987441.7063,675349.442,424256.4472,455973.6344,609702.7209,340686.1039,321875.7742,326967.4814,370749.1889,390609.4507,135801.7786,231764.8493,717494.2788,344034.5577,735631.5466,208474.5429
neg-M203T240,145802.3662,152671.1402,158682.1962,164925.8716,133703.2353,179603.3109,152797.6591,148172.6465,182827.5764,186829.1586,216019.3316,147494.1704,190862.1211,177068.0473,217478.0595,230229.3884,145949.0182
neg-M203T244,984245.4606,229447.2716,385769.6943,467334.3206,521223.0678,322963.7664,386736.6902,333833.4693,282031.2419,235845.0022,312842.174,189799.0081,373511.2552,219762.6077,198164.0784,179487.4459,414853.8032
neg-M203T44,19281021.78,10269753.28,10273811.12,11132822.54,11033359.22,9173318.351,12167208.09,10399843.87,10818718.66,11116779.85,11723745.85,3816703.451,11517352.3,14185023.43,5960802.274,14802631.31,7322806.516
neg-M203T442,4483134.578,4399882.236,1969694.81,3468129.598,1565956.213,1421360.257,6672265.344,1282054.069,3102551.534,4241307.349,4702895.008,7031743.494,3852342.18,3979503.675,2154342.303,2438524.775,13390424.62
neg-M203T461,4788346.768,7178968.484,4000586.435,7214895.538,5581827.057,6814981.661,4331050.097,9945848.918,6002395.409,4556113.513,6010603.531,15073445.83,6136546.804,16129366.43,10391956.82,7434091.534,5486130.848
neg-M203T48,3564174.169,4372969.926,5287156.088,2804932.789,2519063.948,5017697.554,3512418.854,3295189.347,3569702.458,3338005.143,4270277.2,3438870.455,5071814.883,2915021.39,4017875.528,3347177.304,3373769.823
neg-M203T49,9001429.654,13224586.43,13194150,11974890.28,11754700.05,12564067.4,11283023.37,11179577.2,11656619.75,11550743.53,11774802.16,15505981.78,10128880.33,8965832.231,17935597.31,10448751.67,18880983.25
neg-M203T5_1,2607342.229,4651531.706,2699644.734,5161334.796,5092471.393,2366432.287,3021858.544,2631591.996,6305087.26,4741497.651,2647893.23,2616395.719,2268985.916,3401743.75,2303207.635,2288030.448,2443446.001
neg-M203T5_2,2160856.912,2439859.117,3041745.13,2671990.877,4407647.069,4049418.874,1898870.341,1927915.059,3108095.051,3225275.562,2734361.079,2182149.739,2293096.295,2044503.207,2678942.869,3994499.119,2583341.04
neg-M203T561_1,44379.52072,53285.88486,36652.49289,67730.04895,68155.55624,56940.43411,54528.3862,52472.1225,48461.30715,52595.91272,48410.94526,60110.72677,51589.89236,68186.74736,52640.6145,61479.76803,59709.25283
neg-M203T561_2,83429.99704,114424.2008,46598.39036,53557.1315,93461.91881,62888.3363,112981.329,111460.3518,54471.11837,63284.93881,69387.14873,119404.5124,75104.78218,84982.32359,66445.62099,55152.41161,64910.44984
neg-M203T561_3,56735.73617,76542.36524,27272.33397,42915.57622,31430.40454,81015.77609,67947.96568,77724.7084,84098.05165,81311.24562,70835.24464,36627.09658,29532.08796,69425.59711,81403.34334,32200.11302,37567.39713
neg-M203T563,175744.6418,111759.2525,249293.5948,566512.0771,416831.0201,279617.5818,166274.2935,261026.8094,220399.6601,293118.8677,257186.1301,184460.3499,498017.6815,277028.5934,582519.4942,300595.907,621206.1426
neg-M203T58,4503761.331,4271419.4,10041094.16,4481285.119,5942348.482,5605053.247,4300832.697,3776597.385,5147748.879,7565580.32,5655130.406,2826182.914,6311994.721,3236297.114,6022331.208,2611523.526,5748820.253
neg-M203T599_2,1588101.975,1454457.691,1438998.971,1626807.07,1680873.935,1556895.592,2221934.48,1475888.059,1324426.784,1872712.29,1377477.647,1735878.442,1503075.961,1649952.257,1768642.85,1731813.784,1434294.22
neg-M203T599_3,184113.4192,180519.6385,193661.4729,213354.5575,238366.2456,212087.9643,262774.1,192592.9905,173154.7011,255329.0007,191926.6824,217718.2467,229598.9588,213646.9609,223909.9904,230198.8944,175972.2326
neg-M203T66_2,7538564.063,10277864,13724033.55,15799308.15,9073255.545,16057902.38,14642857.96,6339668.478,9608206.833,13903166.73,5402250.628,12640437.66,8792812.857,5873640.112,10341829.37,8772399.836,13627176.28
neg-M203T73,2449037.742,3188667.146,2226717.317,3859699.683,3816391.561,1118305.14,3085648.391,2575225.614,4086733.097,2461690.017,2474932.032,7883739.606,2711407.681,1595881.039,3448900.925,1866894.2,2539568.737
neg-M204T115,1114572.919,1856343.628,1265089.634,358626.1785,1148777.27,1564079.011,182844.4929,1491512.396,1419694.796,1539988.766,1180656.792,829319.1623,1409504.966,1101640.567,1480496.852,409237.1295,1457976.167
neg-M204T160,665153.4563,1329021.746,632666.5683,1053373.779,617647.8631,1074554.425,925931.6037,1141128.526,1234737.338,336779.4821,1119740.184,1321854.675,1151259.148,979182.0086,562084.8148,959259.3406,1027939.737
neg-M204T199,135914.7607,334552.3065,14003.15597,91690.9806,76896.5929,51113.22948,145440.1711,123570.5524,141555.7902,158087.9344,171338.2235,22134.80578,53509.40915,108747.9468,67285.43442,94135.58456,55735.46795
neg-M204T202,32215977.33,42790174.86,36029952.53,28093050.7,40892716.16,47597078.23,27367696.77,25476855.51,26687761.15,27162862.55,28942931.18,10159819.49,17112667.81,19951967.56,18611738.16,17476696.67,19489513.69
neg-M204T203,389128.0696,337137.6883,260937.5383,196461.8002,337077.7854,667795.3488,533405.3472,325055.0954,295556.4565,266478.0431,364207.3707,179361.163,264204.9164,272102.9669,828228.1328,393785.0168,792819.579
neg-M204T218,6888610.524,9309850.124,9606997.413,7496375.811,9873153.981,10229536.65,6900171.378,7032700.45,7359959.606,7948031.41,8467765.761,6388683.976,8733136.476,8492725.326,6408965.631,6558137.644,6189820.362
neg-M204T221,63765.18851,59901.83928,77293.49582,80131.82805,114114.2873,43146.37432,110527.1624,60649.47382,72366.39503,51774.21509,56806.17943,36551.03741,86851.81122,69847.95867,46093.23159,29335.10407,32700.51576
neg-M204T232,214054.3425,366880.8206,229888.3547,243575.2239,234958.5477,137851.9127,107994.7856,103918.9845,110422.3625,133427.0603,128370.234,36266.66761,30107.69023,33381.47936,36246.33796,23166.06994,34871.6689
neg-M204T244_1,403902.5968,465337.7089,446242.9989,478133.3592,496620.7206,678897.7052,362216.1145,297505.7285,389859.0879,240986.8975,249788.6404,121573.2641,119634.1295,110952.3908,106954.3466,114332.031,71499.97515
neg-M204T244_2,479208.7232,564536.4575,558955.9811,380511.2219,458575.4703,640879.6285,533669.8448,569627.0128,495109.0971,475971.8338,516345.2267,670494.1461,806981.0907,1336607.796,445392.9537,417186.3303,494503.0936
neg-M204T33,456900.9023,439319.4194,456669.9379,505980.013,343780.613,399100.963,284231.4005,281149.9536,228656.0232,479038.481,258214.3651,466941.192,482289.5396,417411.1471,634022.5574,323040.7084,411099.8644
neg-M204T37,82905.05697,148553.2351,130711.1521,143680.7429,132706.2351,179926.6138,320994.4916,198866.9417,135259.1606,141364.8714,153304.6429,215208.1057,15186.476,244454.8812,161330.108,86760.80432,175119.3784
neg-M204T44,687573.1612,383218.6075,534153.914,403513.5687,588393.746,255006.4917,815227.0526,555657.6996,584868.395,927936.3038,569571.7116,78702.52926,317188.3713,929630.078,274688.2656,671460.6746,342044.0653
neg-M204T462,2937836.208,1903580.247,1569275.326,4596920.76,946402.385,2155663.072,3019715.057,2154790.894,2246675.938,1168072.099,914692.45,2652891.794,2118040.868,1388927.695,1336218.363,1789897.814,1275015.178
neg-M204T47,278361.444,126366.2415,309121.9819,271057.4084,304991.0197,361079.4916,310823.8077,315222.3511,262010.8813,288940.3984,353403.8623,399129.222,160180.5005,199519.329,609425.8665,270037.3798,898179.6798
neg-M204T487,4484938.551,6312321.926,4122852.267,7087299.367,3460271.721,2007709.487,7348807.628,3508032.858,3318904.14,3088833.836,6890152.596,2728750.609,8236535.439,8276418.848,3939242.416,3904890.668,4220588.447
neg-M204T49,353161.0712,514413.9328,550201.8552,614224.4294,423377.8872,566182.5917,443602.8888,571606.3384,507948.7817,404157.538,519160.601,381143.4406,418594.7006,338143.0766,401211.4893,523903.7774,499672.386
neg-M204T5,220778.9772,179397.618,316153.3411,304216.4255,424602.1423,244518.1744,171951.4196,250760.7543,278224.3307,77599.98606,248568.9066,123024.6091,18540.07722,260875.0384,267891.7163,448406.2981,327482.8715
neg-M204T58,253693.1414,133134.6851,376367.44,519673.2385,430405.5447,475407.867,287842.3503,240961.0792,241967.8017,225516.1291,416984.9053,101729.0173,178044.6034,244078.3731,294899.504,177221.2889,759071.695
neg-M204T599,102275.1673,91747.97675,93038.42162,120392.0184,116159.7034,95856.5661,193151.972,116863.8239,114779.9011,141784.7339,88565.65657,116409.8349,104420.512,109397.2036,113726.6072,131609.9877,93155.89379
neg-M204T66,254179.711,452009.8702,525715.0037,850521.243,482294.2009,476216.0836,574933.615,640936.003,605861.6928,351393.7288,462901.8064,1122502.084,384615.6245,468906.2689,615823.602,362935.6017,522260.378
neg-M204T71,173705.8992,236943.8607,152375.1374,246743.2441,158001.1216,76568.93845,284971.1838,160449.5533,137602.2133,178482.0388,173506.6415,295013.0721,160102.5437,238189.4813,303999.7917,232476.051,119388.5945
neg-M204T73,196312.9391,346414.11,201674.5892,386249.6347,359515.137,132801.9279,281646.2921,214564.9497,407809.7145,246652.8385,197278.7309,754709.8594,193606.2967,133255.0685,345223.4693,168155.9232,204418.5769
neg-M205T201,939593.6148,1344271.389,6368708.596,2485392.901,1102261.842,4444827.089,819345.4239,832195.6645,773164.6228,1586816.5,1708123.804,75129.87446,206468.8081,101772.7352,134279.1504,190870.7335,184113.6388
neg-M205T202,1268099.354,1686529.976,1428871.653,1080501.026,1607085.868,1768074.662,1132606.554,978307.1081,1077729.159,1043765.623,1195599.668,477212.4823,743803.7256,825214.0293,785459.8214,770270.6703,774682.0079
neg-M205T204,259955.9242,334165.0352,289617.5461,135002.1196,293386.067,276406.7873,157234.2742,132050.8277,203086.9782,240199.1582,223019.8531,19808.24022,122633.8464,125063.6035,155230.7766,81348.73766,167873.6635
neg-M205T218,789680.9108,1078583.223,1031273.943,820703.0719,1086411.173,1076750.291,743470.8694,777657.2615,855273.3206,884144.7392,923850.945,695374.0417,996475.1841,910463.3709,696796.3061,695514.0383,837615.0899
neg-M205T221,37438.39259,31635.62286,49637.06296,43719.25132,71022.55739,144071.9302,73189.42235,86693.0745,83428.15921,33511.60993,27452.11884,119389.0407,81514.28116,40636.15605,124852.8925,126128.0085,159203.652
neg-M205T225,35345.15415,14331.63085,16093.45192,13084.57444,96280.55998,11852.48873,414481.3872,396665.3807,249544.5011,412049.2486,433604.9888,171714.1635,88846.79781,104229.7221,110038.7495,75154.27993,95646.26739
neg-M205T226,50253.29814,10443.24822,15985.16749,24507.83542,10942.60769,11733.08379,501837.5252,461705.0541,534861.8904,430772.9548,460630.9024,426925.0108,815049.8296,809639.6828,827681.693,833909.983,719575.3651
neg-M205T229,2348326.21,2422690.938,2237064.917,2186800.307,2007668.9,2578405.674,1380308.459,1717661.223,1608337.476,1993020.805,2370977.495,2392219.546,2144584.099,2159591.033,2396003.294,2600070.125,2721515.755
neg-M205T239,241200.6007,193688.5203,137653.54,164080.6636,307462.9773,255987.7576,124452.9135,117670.2315,127982.6926,132323.4624,129500.4569,69973.96591,73737.70328,96464.44435,63475.7419,91082.50258,83376.70495
neg-M205T252,134992.0847,171093.1677,357343.4602,188890.8476,119572.9061,59218.09289,209235.3685,196488.4103,212659.9233,236760.0115,243670.5358,172967.1672,149353.2227,62284.88437,210091.1257,223228.847,244369.1319
neg-M205T302,139990.018,239925.3739,390554.051,491263.7189,146017.7755,149254.537,432607.4344,537968.675,434923.6406,555430.7049,724834.5793,169468.0432,382769.0783,338726.3143,725338.0057,394500.376,444120.0782
neg-M205T390,12067001.71,12531106.88,11596087.42,15784157.72,13502232.75,16222709.41,12093737.72,11794924.48,12309088.76,13565448.03,14641805.85,12792192.44,12364968.59,11596476.4,13931648.6,16436384.32,14915072.3
neg-M205T48,997997.5891,1119384.192,1323014.323,710532.7899,818058.6758,1065760.116,983393.3287,1012566.631,924363.5119,856353.0128,1042201.375,455253.766,1059050.335,559478.4068,789687.7897,697447.7323,810389.5812
neg-M205T49,2779798.642,3859049.268,4012800.025,3770726.415,3155466.807,3662485.421,3630988.307,3498196.251,3540090.785,3156553.986,3937980.167,3160394.717,3022239.531,2934195.176,3912092.791,3279679.745,4091001.861
neg-M205T5,529079.2841,295321.4253,383574.7107,443282.9031,275983.9533,379987.4403,190113.5813,665337.1628,574854.1668,386652.4465,377451.7198,490349.8947,448113.4613,272018.2585,453441.1002,391359.8338,286309.1199
neg-M205T54,721685.0212,1950255.731,2348892.191,2244526.277,2651590.511,2300417.972,2207190.158,2059888.041,1828355.388,2051811.876,1776927.784,2142100.217,1541203.798,791885.1943,4031836.863,1647048.638,2586244.14
neg-M205T556_2,315980.7174,246208.2185,285290.5808,151164.8289,111745.6196,178029.3656,275397.0721,181195.003,218096.6733,171342.493,54875.99307,251693.3771,276247.5642,240451.8725,133502.9386,163247.834,47748.5378
neg-M205T563_1,195163.9626,175055.3613,130849.4143,135254.5917,208380.8111,240883.5977,101714.1285,125035.4513,168326.781,238252.9771,333113.3942,85760.39384,165158.7209,138451.33,224439.6026,115021.9665,253359.8792
neg-M205T563_2,225766.8735,213070.2481,199887.3758,211057.0117,211693.1031,227274.1368,249291.2985,213056.9151,231900.8108,206000.814,235505.1679,236360.4859,258915.2341,213987.6782,239706.2789,236675.4977,217238.4329
neg-M205T564,90348.33774,82936.76346,61728.22315,55406.04642,42587.81054,90809.93355,101806.9733,153116.8983,146246.9416,44809.61168,128219.2964,107134.018,85809.62027,94493.76396,112473.6444,119533.6961,61140.98528
neg-M205T64,396979.1541,382667.9891,194614.6672,305473.2067,525691.0411,248706.5903,325406.6712,316601.2784,351797.5567,489410.3299,257435.067,298904.4154,554720.4752,512655.9559,316952.4266,473944.5174,396284.8865
neg-M205T70,381670.3991,461861.1964,1031586.276,1014987.942,1024747.617,800351.0384,889872.5829,882394.2684,926580.0934,1025907.524,497855.4557,645173.7514,1046860.491,679683.0961,1102294.276,520364.3281,612923.9979
neg-M205T94,977708.1337,1999104.488,2145440.843,1589287.104,2086123.386,2040631.267,2688070.075,2812311.098,2141445.388,2939509.084,2234790.176,1615611.117,2216207.399,1753543.954,2227338.903,1850395.548,1712141.798
neg-M206T205,2404132.97,2311418.465,3452936.468,3148612.328,3537600.845,1821338.159,935345.3584,931947.6233,1101708.564,1079127.288,1124766.039,81175.02545,65988.92261,52167.61558,54836.1143,72808.55603,143238.4197
neg-M206T21,124383.4129,175178.5471,224637.5346,129884.7108,117217.0997,125965.8964,99347.81436,128259.172,156162.6354,175342.2063,258780.8965,91387.29404,154835.7246,73499.35864,247193.5527,149702.6843,88671.68586
neg-M206T211,3308020.928,3094938.645,3312280.281,2126290.406,3311625.983,4928606.847,2695740.392,2632153.497,2865815.882,3067077.809,3317250.881,2337448.801,4146343.351,3588432.732,2393568.672,2415057.901,1814302.125
neg-M206T229,198412.51,261770.4187,216064.0268,192967.7884,214798.5779,253319.5297,136198.1574,137336.2011,139199.9351,187685.195,220390.4384,232759.6614,203325.8366,202808.7244,228611.477,262704.6184,259644.4556
